,gameDuration
803,1962.9565217391305
804,1980.4782608695652
805,2259.391304347826
806,2101.391304347826
807,1873.391304347826
808,1866.9130434782608
809,1524.8695652173913
810,2320.3478260869565
811,1413.1739130434783
812,964.3913043478261
813,1340.7391304347825
814,1274.608695652174
815,1623.9565217391305
816,1306.3478260869565
817,2236.8260869565215
818,1880.5652173913043
819,1401.8695652173913
820,2054.9565217391305
821,1418.7826086956522
822,1941.9565217391305
823,2722.9565217391305
824,1588.2608695652175
825,2015.2173913043478
826,2174.217391304348
827,1764.608695652174
828,2212.521739130435
829,2213.3478260869565
830,1582.9130434782608
831,1959.695652173913
832,1585.1304347826087
833,1479.9130434782608
834,1476.7826086956522
835,1170.8695652173913
836,1499.2608695652175
837,1408.2608695652175
838,1382.8695652173913
839,1795.4782608695652
840,1604.0869565217392
841,1680.8695652173913
842,2827.391304347826
843,1959.2173913043478
844,2042.2608695652175
845,1587.2173913043478
846,2013.695652173913
847,1285.3478260869565
848,1554.2173913043478
849,993.2173913043479
850,958.1304347826087
851,1745.5652173913043
852,1514.7391304347825
853,990.4782608695652
854,1878.0
855,1714.2173913043478
856,1499.0869565217392
857,1740.2608695652175
858,1731.7391304347825
859,2000.4347826086957
860,1938.3478260869565
861,1817.0869565217392
862,2000.0
863,978.6086956521739
864,2164.1304347826085
865,1597.0
866,2354.9565217391305
867,1903.304347826087
868,981.304347826087
869,2331.608695652174
870,1999.6521739130435
871,199.95652173913044
872,1603.4782608695652
873,2110.5652173913045
874,1538.304347826087
875,1610.2173913043478
876,1847.7391304347825
877,1494.6521739130435
878,1866.6521739130435
879,2236.4347826086955
880,1686.9565217391305
881,1918.2608695652175
882,2233.2608695652175
883,2340.8695652173915
884,1740.695652173913
885,1272.1739130434783
886,2254.913043478261
887,1484.304347826087
888,1061.6521739130435
889,1852.0869565217392
890,1564.1304347826087
891,1633.4782608695652
892,2179.9565217391305
893,1528.5652173913043
894,1749.0
895,1489.608695652174
896,2321.1739130434785
897,201.04347826086956
898,1873.7391304347825
899,1991.7826086956522
900,1423.5652173913043
901,1735.5217391304348
902,1719.0
903,1925.2173913043478
904,1553.2173913043478
905,1892.8695652173913
906,2262.4347826086955
907,1650.6521739130435
908,1011.3478260869565
909,994.4782608695652
910,1808.5652173913043
911,963.2608695652174
912,1106.2173913043478
913,1346.0434782608695
914,945.0869565217391
915,1594.4347826086957
916,998.7826086956521
917,982.1304347826087
918,1430.0434782608695
919,1043.4782608695652
920,1319.9130434782608
921,1355.0869565217392
922,1441.1304347826087
923,1631.695652173913
924,1914.0434782608695
925,1692.5217391304348
926,1518.0434782608695
927,1406.8260869565217
928,1721.1739130434783
929,1428.7826086956522
930,2161.3478260869565
931,1400.1304347826087
932,2055.1739130434785
933,1529.0
934,1508.695652173913
935,1066.304347826087
936,1549.4782608695652
937,2367.5652173913045
938,1307.8260869565217
939,1497.1304347826087
940,1875.8695652173913
941,2327.478260869565
942,1421.5652173913043
943,1920.4347826086957
944,1390.695652173913
945,2420.1739130434785
946,2670.782608695652
947,2487.5652173913045
948,1883.6521739130435
949,1305.9130434782608
950,1422.2173913043478
951,1897.5217391304348
952,1316.7826086956522
953,2173.5652173913045
954,1290.1739130434783
955,2181.6521739130435
956,1709.695652173913
957,1494.0
958,958.4782608695652
959,2065.9565217391305
960,1938.4347826086957
961,1975.7826086956522
962,1932.0869565217392
963,1595.695652173913
964,1566.9130434782608
965,2036.0
966,1975.8260869565217
967,1572.3478260869565
968,1732.8260869565217
969,1869.6521739130435
970,1843.6521739130435
971,1566.1304347826087
972,1390.8695652173913
973,2023.7391304347825
974,1727.5652173913043
975,2162.5652173913045
976,972.6521739130435
977,2091.478260869565
978,1173.1739130434783
979,1945.0
980,1978.8695652173913
981,2268.217391304348
982,1618.1304347826087
983,1874.4782608695652
984,1799.6521739130435
985,1050.5652173913043
986,1727.1304347826087
987,2090.0
988,2149.8260869565215
989,1451.0869565217392
990,1579.8260869565217
991,1517.1739130434783
992,1927.1739130434783
993,1445.608695652174
994,964.8260869565217
995,203.8695652173913
996,1931.391304347826
997,1452.391304347826
998,1006.6086956521739
999,1652.3478260869565
1000,1516.0
1001,1796.5652173913043
1002,1306.7826086956522
1003,1696.8260869565217
1004,2240.8260869565215
1005,1213.4347826086957
1006,1897.8260869565217
1007,1871.9565217391305
1008,1728.7391304347825
1009,1753.0
1010,1629.695652173913
1011,1749.5652173913043
1012,1472.0
1013,1749.0434782608695
1014,1693.5652173913043
1015,1635.0869565217392
1016,982.8260869565217
1017,1456.5217391304348
1018,1438.2608695652175
1019,2243.478260869565
1020,1419.0434782608695
1021,1464.2173913043478
1022,2027.7826086956522
1023,2073.0434782608695
1024,1728.7826086956522
1025,2461.9565217391305
1026,2063.478260869565
1027,1320.695652173913
1028,2326.6521739130435
1029,1424.4347826086957
1030,1773.608695652174
1031,1987.2173913043478
1032,1661.608695652174
1033,2177.2608695652175
1034,1908.7391304347825
1035,1598.1739130434783
1036,195.8695652173913
1037,1578.8695652173913
1038,1316.4347826086957
1039,1397.5652173913043
1040,1841.0
1041,1652.9565217391305
1042,2066.1739130434785
1043,1128.8260869565217
1044,1301.7391304347825
1045,2501.4347826086955
1046,958.8695652173913
1047,1074.1739130434783
1048,202.2608695652174
1049,1407.391304347826
1050,1832.1304347826087
1051,945.7391304347826
1052,1365.304347826087
1053,1776.0
1054,2136.4347826086955
1055,1654.391304347826
1056,1540.0869565217392
1057,1706.6521739130435
1058,2049.2608695652175
1059,1225.608695652174
1060,1336.608695652174
1061,2030.695652173913
1062,1398.7826086956522
1063,1800.7826086956522
1064,2170.217391304348
1065,2809.0434782608695
1066,2251.913043478261
1067,1898.3478260869565
1068,204.1304347826087
1069,1629.608695652174
1070,1683.608695652174
1071,1797.0
1072,1164.3478260869565
1073,2725.217391304348
1074,1585.391304347826
1075,2415.086956521739
1076,1444.304347826087
1077,973.9130434782609
1078,1593.3478260869565
1079,1609.6521739130435
1080,1154.1304347826087
1081,1579.4782608695652
1082,1723.4782608695652
1083,1362.7391304347825
1084,993.4347826086956
1085,1290.4347826086957
1086,1594.7826086956522
1087,2519.8260869565215
1088,1185.5217391304348
1089,1364.7391304347825
1090,1851.608695652174
1091,1528.0869565217392
1092,1820.1304347826087
1093,1738.4347826086957
1094,1879.608695652174
1095,1258.9565217391305
1096,1049.8260869565217
1097,1960.6521739130435
1098,957.1304347826087
1099,982.7826086956521
1100,2160.1304347826085
1101,1615.4347826086957
1102,2318.217391304348
1103,1602.8260869565217
1104,1664.304347826087
1105,976.4347826086956
1106,1523.0434782608695
1107,1328.6521739130435
1108,1725.304347826087
1109,1143.3478260869565
1110,2179.608695652174
1111,927.0434782608696
1112,2156.217391304348
1113,2067.6521739130435
1114,1976.6521739130435
1115,1502.608695652174
1116,1770.4782608695652
1117,1903.7391304347825
1118,1504.4782608695652
1119,1942.2173913043478
1120,1623.5217391304348
1121,1739.391304347826
1122,971.4347826086956
1123,1900.391304347826
1124,1499.8260869565217
1125,1260.4347826086957
1126,1987.9565217391305
1127,1421.1739130434783
1128,1597.7391304347825
1129,1553.1739130434783
1130,2229.304347826087
1131,1708.391304347826
1132,1299.9565217391305
1133,1913.2608695652175
1134,2275.8695652173915
1135,1577.4347826086957
1136,2601.086956521739
1137,1833.608695652174
1138,2112.6521739130435
1139,1053.6521739130435
1140,1637.5652173913043
1141,1860.8695652173913
1142,1554.1739130434783
1143,1357.2608695652175
1144,1641.2173913043478
1145,1039.695652173913
1146,1873.0869565217392
1147,1919.4347826086957
1148,1877.0
1149,1615.0
1150,1442.9565217391305
1151,1859.8260869565217
1152,1927.0434782608695
1153,2133.913043478261
1154,2534.478260869565
1155,2087.4347826086955
1156,1779.0434782608695
1157,1019.8260869565217
1158,1521.4347826086957
1159,1643.1739130434783
1160,1749.695652173913
1161,925.2608695652174
1162,942.8260869565217
1163,2291.782608695652
1164,1882.7826086956522
1165,1445.0434782608695
1166,1664.4347826086957
1167,1464.1304347826087
1168,1488.9130434782608
1169,1595.5217391304348
1170,1737.7826086956522
1171,2083.1304347826085
1172,2206.391304347826
1173,1037.0434782608695
1174,1836.9130434782608
1175,1250.2173913043478
1176,1958.1304347826087
1177,2182.1304347826085
1178,1386.7826086956522
1179,1636.9130434782608
1180,2680.391304347826
1181,2026.391304347826
1182,2071.2608695652175
1183,1658.7826086956522
1184,2024.0869565217392
1185,1838.8260869565217
1186,1018.0
1187,1429.8695652173913
1188,1929.4347826086957
1189,1849.2173913043478
1190,1853.2608695652175
1191,2259.086956521739
1192,1591.7826086956522
1193,1993.304347826087
1194,1098.391304347826
1195,1102.695652173913
1196,1308.4782608695652
1197,1622.0434782608695
1198,1338.0869565217392
1199,1093.391304347826
1200,2572.695652173913
1201,976.8260869565217
1202,1380.391304347826
1203,2302.2608695652175
1204,2075.217391304348
1205,2146.3478260869565
1206,1799.695652173913
1207,2012.695652173913
1208,1818.0434782608695
1209,1101.7826086956522
1210,1681.0434782608695
1211,1296.7391304347825
1212,1738.3478260869565
1213,2060.0
1214,2300.913043478261
1215,1633.695652173913
1216,1649.2608695652175
1217,1560.3478260869565
1218,1720.391304347826
1219,2219.608695652174
1220,1664.1739130434783
1221,2074.521739130435
1222,1600.0
1223,1044.8695652173913
1224,1280.2173913043478
1225,1912.0434782608695
1226,1832.7391304347825
1227,1121.1739130434783
1228,2645.086956521739
1229,1476.0434782608695
1230,1936.0434782608695
1231,1858.2173913043478
1232,1885.8695652173913
1233,1298.7826086956522
1234,1879.4782608695652
1235,1832.0
1236,1510.3478260869565
1237,2134.086956521739
1238,884.695652173913
1239,1521.0
1240,1740.0
1241,1456.9565217391305
1242,1829.304347826087
1243,1444.2173913043478
1244,2418.086956521739
1245,1742.3478260869565
1246,1705.0
1247,1654.391304347826
1248,2021.9130434782608
1249,1446.3478260869565
1250,1526.7826086956522
1251,1786.5217391304348
1252,1553.0869565217392
1253,2259.5652173913045
1254,1523.6521739130435
1255,1247.1304347826087
1256,2632.0
1257,1565.8260869565217
1258,1224.608695652174
1259,1464.4347826086957
1260,1570.7826086956522
1261,1633.0434782608695
1262,1665.7391304347825
1263,2048.3478260869565
1264,1627.8695652173913
1265,1707.5217391304348
1266,1962.1739130434783
1267,1370.4347826086957
1268,2044.8695652173913
1269,1435.9130434782608
1270,2798.086956521739
1271,1869.1739130434783
1272,1765.4782608695652
1273,1608.0
1274,952.1304347826087
1275,1786.0869565217392
1276,1899.8695652173913
1277,979.2608695652174
1278,1951.391304347826
1279,1125.7391304347825
1280,1223.6521739130435
1281,1249.9565217391305
1282,1910.9565217391305
1283,2097.782608695652
1284,1308.5217391304348
1285,2025.4347826086957
1286,2515.7391304347825
1287,2020.7391304347825
1288,2907.782608695652
1289,1807.304347826087
1290,1609.0434782608695
1291,2234.8260869565215
1292,1686.0869565217392
1293,1683.5652173913043
1294,1882.8695652173913
1295,2349.7391304347825
1296,986.695652173913
1297,1940.7826086956522
1298,1664.695652173913
1299,1789.695652173913
