Index,gameDuration
139,1916.565217
140,1584.869565
141,1826.173913
142,2067.304348
143,1277.956522
144,2021.956522
145,1784.391304
146,990.2608696
147,1659.695652
148,968.2173913
149,1850
150,2007.130435
151,1179.478261
152,1341.217391
153,1228.565217
154,1288.304348
155,1327.304348
156,2169.826087
157,1837.434783
158,1288.086957
159,1647.73913
160,2291.086957
161,1795.347826
162,1266.086957
163,1336.391304
164,1628.608696
165,199.8695652
166,1812.478261
167,1255.521739
168,1876.217391
169,1770.782609
170,1220.913043
171,1538.478261
172,1809.521739
173,1851.695652
174,1897.956522
175,2227.043478
176,1836.217391
177,2265.391304
178,1383.782609
179,1882.782609
180,1774.173913
181,1822.826087
182,1668.73913
183,2264.521739
184,1371.478261
185,943.4782609
186,965.8695652
187,2029.652174
188,1170.478261
189,1717.695652
190,1665.26087
191,963.0869565
192,2268.869565
193,1928.565217
194,2057.782609
195,1479.913043
196,1932.956522
197,1588.913043
198,1156.521739
199,1363.695652
200,1751.347826
201,1994.521739
202,1884
203,1964.565217
204,2234.521739
205,1771.347826
206,1324
207,1936.869565
208,1727.304348
209,1603.652174
210,1534
211,1595.086957
212,1773.652174
213,1024.956522
214,1628.217391
215,1581.782609
216,1975.26087
217,2291.826087
218,1778.652174
219,1610.130435
220,1730
221,1740.347826
222,1545.608696
223,2200.869565
224,2173.304348
225,1364
226,2025.304348
227,939.6521739
228,875.3913043
229,1841.782609
230,1981.130435
231,1742.782609
232,968.6521739
233,1716.565217
234,1073.130435
235,1598.956522
236,1505.782609
237,1317.130435
238,2670.652174
239,2049.130435
240,1512.043478
241,978.7826087
242,1459.173913
243,1836.869565
244,1295.086957
245,1944.086957
246,2211.478261
247,1387.695652
248,1336.608696
249,2062.130435
250,977.9565217
251,1783.956522
252,1809.608696
253,1362.956522
254,1581.086957
255,2009
256,989.2608696
257,1368.347826
258,945.9130435
259,1186.956522
260,1935.869565
261,1890.521739
262,1797.434783
263,1457.869565
264,1414.565217
265,1731.652174
266,1052.869565
267,1566.913043
268,1842.521739
269,1378.304348
270,204.9565217
271,1648.565217
272,1490.869565
273,1591.521739
274,1461.043478
275,994.8695652
276,1543.217391
277,1362.521739
278,2361.565217
279,1890.086957
280,1504.565217
281,1832.521739
282,1984.347826
283,1878.565217
284,1521.347826
285,1592.913043
286,1078.869565
287,1404.956522
288,1230.608696
289,1853.217391
290,1470.347826
291,1385.73913
292,1274.347826
293,2086.391304
294,1919.782609
295,1921.043478
296,1495.043478
297,1973.869565
298,1152.217391
299,1733.826087
300,2072.26087
301,2995.391304
302,1670
303,1498.913043
304,2230.913043
305,2155.217391
306,1992.869565
307,1822.782609
308,1480.565217
309,1736.826087
310,1850.130435
311,1807.391304
312,1523.478261
313,1602.826087
314,1598.130435
315,1326.478261
316,1630.695652
317,1201.782609
318,1651.521739
319,1380.869565
320,1577.782609
321,1923.043478
322,1287.956522
323,1674.782609
324,1597.304348
325,1004.956522
326,2128.826087
327,1618.608696
328,2213.869565
329,1268.26087
330,2398.913043
331,2184.782609
332,1261.521739
333,2651.652174
334,1546
335,2288.695652
336,1252.869565
337,2354.391304
338,989.6521739
339,2060.26087
340,200.8695652
341,1555.434783
342,2095.391304
343,2112.26087
344,1866.913043
345,2393.434783
346,2071.782609
347,1093.956522
348,1999.913043
349,1516.521739
350,1197.086957
351,1634.521739
352,1385.782609
353,1554.73913
354,1555.913043
355,2250.652174
356,1553.73913
357,1292.521739
358,1523.565217
359,1313.913043
360,1884.434783
361,1795.695652
362,2099.956522
363,1380.695652
364,2108.782609
365,1629.086957
366,990.826087
367,1117.217391
368,1456.652174
369,1836.565217
370,1739.478261
371,1771
372,1453.434783
373,1953.043478
374,1874.695652
375,1697.391304
376,1251.304348
377,1439.043478
378,1405.695652
379,2017.521739
380,1208.956522
381,2272.434783
382,1633.608696
383,2027.956522
384,960.1304348
385,784
386,1546.652174
387,2347.173913
388,1678.521739
389,1862.347826
390,1353.26087
391,1762.826087
392,1403.782609
393,202.3913043
394,1938.913043
395,1352.347826
396,1573.826087
397,956.4347826
398,965.2173913
399,1189.695652
400,1089.73913
401,1331.434783
402,1657.826087
403,1596.130435
404,2058.913043
405,1804.869565
406,2163.782609
407,1079.608696
408,2434.130435
409,1666.086957
410,590.3043478
411,1841.086957
412,1597.652174
413,800.3913043
414,1887.304348
415,1792.130435
416,2155.913043
417,1598.73913
418,588.7391304
419,639.4347826
420,1759.347826
421,1733.782609
422,1753.086957
423,2055.608696
424,1750.521739
425,1624.26087
426,2187.130435
427,1075.695652
428,1368.478261
429,2085.956522
430,1847.478261
431,1261
432,1837.826087
433,1280.521739
434,1749.086957
435,1965.478261
436,1681.913043
437,1851.565217
438,914.7391304
439,1849.304348
440,1401.478261
441,2429.043478
442,1277.217391
443,1407.304348
444,2576.956522
445,2039.608696
446,2109.869565
447,1353.043478
448,1802.913043
449,2186.521739
450,1159.608696
451,1518
452,1742.347826
453,1814.565217
454,2214.869565
455,2447.565217
456,1970.26087
457,2256
458,1541.73913
459,2170.782609
460,1938.26087
461,1406
462,1639.869565
463,1956.478261
464,1971.652174
465,2596.73913
466,1276.913043
467,2019.826087
468,2243.391304
469,990.7826087
470,1877.565217
471,1627.695652
472,2063.956522
473,1602.130435
474,1112.826087
475,1921.217391
476,2195.347826
477,2028.826087
478,1934.565217
479,1615.521739
480,1439.869565
481,1814.608696
482,2353.347826
483,1980.869565
484,2262.130435
485,988.0434783
486,1632.173913
487,1388.304348
488,1675.304348
489,1136.086957
490,1555.956522
491,1587.913043
492,1795.434783
493,1553.043478
494,1046.043478
495,2142.478261
496,2052.913043
497,1522.695652
498,1571.347826
499,1856.913043
500,1240.173913
501,2637.478261
502,2171.304348
503,1381.391304
504,2510.956522
505,2024.173913
506,1372
507,1640.478261
508,2205.434783
509,1785.608696
510,1746
511,1872.869565
512,1063.304348
513,2449.521739
514,1735.956522
515,2423.217391
516,2172.391304
517,1446.130435
518,2761.304348
519,2428.565217
520,2236.913043
521,1112.869565
522,1873.478261
523,2305.26087
524,1424.73913
525,1416.130435
526,1161.26087
527,1641.26087
528,1602.913043
529,1563.826087
530,1356.434783
531,2578.913043
532,1499.826087
533,1826.652174
534,2306.608696
535,1279.26087
536,1266.043478
537,2008
538,1458.217391
539,1644.652174
540,1948.695652
541,2007.434783
542,2016.695652
543,2069
544,959.1304348
545,2142.173913
546,1555.26087
547,1446.565217
548,1344.956522
549,1483.478261
550,1983.26087
551,2065.043478
552,1560.434783
553,2025.826087
554,1301.217391
555,1616.521739
556,1804.043478
557,1882.304348
558,1317.521739
559,1715.391304
560,1418.173913
561,1822.434783
562,1809.869565
563,1458.391304
564,1780.434783
565,1422.826087
566,1493.695652
567,1221.347826
568,1820.826087
569,2105.782609
570,2279.043478
571,2465
572,1957.608696
573,1975.217391
574,1035.043478
575,2080.347826
576,1389.608696
577,1731.173913
578,2057.521739
579,2393
580,1713.652174
581,1685.130435
582,1090.913043
583,957.3043478
584,2150.73913
585,1888.391304
586,2106.565217
587,1756.130435
588,2116.130435
589,1525.391304
590,2175.869565
591,2309.652174
592,1242
593,2546.217391
594,2105.652174
595,198.7391304
596,1310.913043
597,2208.521739
598,1685.695652
599,1237.521739
600,1697.043478
601,1692.347826
602,1593.826087
603,1281.434783
604,1728.173913
605,1170.869565
606,1615.782609
607,1911.434783
608,1835.652174
609,1745.130435
610,1466.913043
611,1858.086957
612,1766.869565
613,1110.73913
614,2123.826087
615,2163.913043
616,2030.869565
617,1470.347826
618,1926.695652
619,2464.130435
620,1359.086957
621,2213.782609
622,2118
623,2566.652174
624,1437.826087
625,1539.956522
626,1385.782609
627,957.7391304
628,1698
629,2083.391304
630,1340.173913
631,1778.695652
632,1995.826087
633,1665.826087
634,1690.608696
635,2476.478261
636,2064.956522
637,1647.826087
638,1244.304348
639,1569.434783
640,1410
641,994.1304348
642,1651.608696
643,1771.173913
644,2116.956522
645,1998
646,1994.782609
647,2288.521739
648,1777.434783
649,1613.304348
650,2302.173913
651,1300.086957
652,2051.869565
653,1410.608696
654,1669.304348
655,1564.173913
656,1428.521739
657,2140
658,2015.130435
659,1058.956522
660,1897.130435
661,2224.913043
662,2123.869565
663,2221.217391
664,2281.130435
665,1567.913043
666,1813.782609
667,1116.26087
668,939.1304348
669,2141.521739
670,1947.869565
671,2412.391304
672,2264.086957
673,1868
674,2461.913043
675,2624.565217
676,1422.869565
677,2509.73913
678,1943.782609
679,1214.304348
680,1798.869565
681,1629.695652
682,1948.086957
683,1189.956522
684,1717.434783
685,1771.130435
686,1672.173913
687,1871
688,1393.478261
689,1570.478261
690,1907.130435
691,1747.73913
692,2558.826087
693,1818.913043
694,1152.826087
695,2077.391304
696,1115.695652
697,1832.652174
698,1694.565217
699,2433
700,1751.565217
701,1221.434783
702,2345.521739
703,1683
704,1315.347826
705,1937
706,1796.782609
707,1780.086957
708,1755.956522
709,1434.130435
710,2295.434783
711,1630
712,2603.304348
713,2095.391304
714,1691.391304
715,1775.391304
716,1433.565217
717,1464.173913
718,1681.521739
719,1679.086957
720,1307.434783
721,2433.73913
722,1576.26087
723,1995.478261
724,2036.869565
725,1300.130435
726,1181.217391
727,1967.913043
728,1568.26087
729,2650.73913
730,1166.652174
731,1163.695652
732,955.5217391
733,935.173913
734,969.6086957
735,968.4782609
736,1939.521739
737,968.173913
738,2068.869565
739,1999.086957
740,944.4347826
741,1145.086957
742,2124.130435
743,2498.956522
744,2082.695652
745,1949.565217
746,1983.782609
747,1579.217391
748,1364.391304
749,2061.652174
750,1845.913043
751,1626.434783
752,1498.956522
753,1543.217391
754,1024.086957
755,1299.043478
756,2013.826087
757,1459.130435
758,1301.956522
759,920.173913
760,2741.695652
761,1251.130435
762,1402.652174
763,1846.217391
764,1945.913043
765,1571.391304
766,2328.608696
767,977.5652174
768,2408.043478
769,1546.304348
770,1524.304348
771,950.0434783
772,1569.478261
773,1937.73913
774,2313.347826
775,1689.695652
776,1776.782609
777,1778.304348
778,1307.130435
779,1393.173913
780,1454.130435
781,990.3478261
782,1412.782609
783,2134.869565
784,1474.826087
785,2132.869565
786,1762.043478
787,202.5217391
788,1340.478261
789,1897.956522
790,1225
791,1404.521739
792,1917
793,2049.086957
794,2672.478261
795,1907.565217
796,980
797,2212.826087
798,2703.478261
799,1880.956522
800,1324.086957
801,2493.043478
802,827.5217391
803,1956.26087
804,1988.434783
805,2247.956522
806,2104.652174
807,1885.304348
808,1873.086957
809,1532.304348
810,2319
811,1410.521739
812,963.5217391
813,1354.956522
814,1282.652174
815,1619.565217
816,1296
817,2241.217391
818,1886.173913
819,1407.956522
820,2034.956522
821,1426.347826
822,1950.782609
823,2727.956522
824,1571.086957
825,2019.913043
826,2190.869565
827,1774.478261
828,2198.434783
829,2213.521739
830,1577.956522
831,1966.956522
832,1580.434783
833,1486.782609
834,1447.956522
835,1177.173913
836,1497.26087
837,1406.304348
838,1375.347826
839,1798.826087
840,1606.434783
841,1673.521739
842,2808.826087
843,1963.173913
844,2039.913043
845,1587.130435
846,1994.826087
847,1282.956522
848,1555.73913
849,1006.304348
850,953.3478261
851,1749.478261
852,1520.782609
853,998.4347826
854,1864.434783
855,1728.782609
856,1492.73913
857,1740.956522
858,1720.73913
859,2023.869565
860,1940.086957
861,1810.217391
862,2007.478261
863,974.6521739
864,2166.608696
865,1597.956522
866,2348.043478
867,1887.782609
868,991.4782609
869,2316.782609
870,1995.26087
871,200.9130435
872,1620.869565
873,2111.695652
874,1538.391304
875,1612.782609
876,1841.434783
877,1512.434783
878,1859.347826
879,2225.782609
880,1686.434783
881,1919.521739
882,2218.826087
883,2337.73913
884,1743.173913
885,1256.826087
886,2249.26087
887,1489.347826
888,1045.826087
889,1858.391304
890,1559.565217
891,1637.826087
892,2172.434783
893,1533.043478
894,1755.869565
895,1493.086957
896,2312.826087
897,201
898,1855.695652
899,1998.173913
900,1406.391304
901,1754.913043
902,1723.217391
903,1894.913043
904,1546.608696
905,1892.478261
906,2257.521739
907,1639.913043
908,1017.695652
909,996.0434783
910,1801.652174
911,958.4347826
912,1099.478261
913,1364.086957
914,942.3913043
915,1601.652174
916,990.4347826
917,971.0434783
918,1429.869565
919,1047
920,1321.652174
921,1356.695652
922,1431.695652
923,1626.782609
924,1916.217391
925,1685.826087
926,1522.304348
927,1411.521739
928,1720.26087
929,1434.782609
930,2141.173913
931,1396.217391
932,2055.217391
933,1524.26087
934,1502.043478
935,1061.26087
936,1548.347826
937,2387.913043
938,1312.565217
939,1503.608696
940,1866.26087
941,2339.304348
942,1474.347826
943,1925.130435
944,1382.782609
945,2425.913043
946,2710.956522
947,2511.652174
948,1885.043478
949,1307.826087
950,1422.347826
951,1893.565217
952,1321.956522
953,2191.956522
954,1299.043478
955,2160.73913
956,1702.73913
957,1474.391304
958,974.6521739
959,2069.782609
960,1950.26087
961,1968.434783
962,1942.043478
963,1588.826087
964,1563.434783
965,2041.652174
966,1967.304348
967,1565.304348
968,1766.391304
969,1862.73913
970,1841.608696
971,1574.521739
972,1380.956522
973,2015.826087
974,1725.956522
975,2168.913043
976,978.3043478
977,2090.478261
978,1173.173913
979,1936.434783
980,1994.695652
981,2269.391304
982,1629.608696
983,1884.608696
984,1794
985,1060.043478
986,1733.782609
987,2085.173913
988,2156.043478
989,1462.695652
990,1579.869565
991,1520.782609
992,1936.652174
993,1451
994,970.1304348
995,202.3043478
996,1919.043478
997,1462.347826
998,1014.695652
999,1649.217391
1000,1508.086957
1001,1780.695652
1002,1304.478261
1003,1695.217391
1004,2241.26087
1005,1216.304348
1006,2002.043478
1007,1876.826087
1008,1739.695652
1009,1757.391304
1010,1603.608696
1011,1754
1012,1468.26087
1013,1799.913043
1014,1701.391304
1015,1639.173913
1016,987.4347826
1017,1464.869565
1018,1453.826087
1019,2232.173913
1020,1415.826087
1021,1469.217391
1022,2022.826087
1023,2088.826087
1024,1723.869565
1025,2455.565217
1026,2052.73913
1027,1312.869565
1028,2344.913043
1029,1426.73913
1030,1752.173913
1031,1997.652174
1032,1651.217391
1033,2188.130435
1034,1914.347826
1035,1591.565217
1036,196.7391304
1037,1595.913043
1038,1311.130435
1039,1397.565217
1040,1817.217391
1041,1653.217391
1042,2074.434783
1043,1140.304348
1044,1294.217391
1045,2504.608696
1046,951.0434783
1047,1072.173913
1048,202
1049,1400.73913
1050,1844.173913
1051,939.7391304
1052,1366.782609
1053,1752.652174
1054,2141
1055,1646.695652
1056,1539.173913
1057,1736.869565
1058,2049.782609
1059,1227.173913
1060,1348.826087
1061,2064.869565
1062,1396.434783
1063,1808.652174
1064,2194.043478
1065,2819.391304
1066,2256.73913
1067,1912.391304
1068,204.7391304
1069,1628.695652
1070,1673.478261
1071,1805.304348
1072,1179.304348
1073,2706.565217
1074,1577.347826
1075,2428.782609
1076,1425.391304
1077,975.5652174
1078,1604.782609
1079,1623.913043
1080,1155.217391
1081,1585.043478
1082,1718.521739
1083,1353.478261
1084,999.9565217
1085,1286.782609
1086,1605.391304
1087,2544.173913
1088,1185.173913
1089,1354.956522
1090,1830.565217
1091,1516
1092,1822.478261
1093,1736.565217
1094,1874.434783
1095,1250.26087
1096,1030.73913
1097,1944.956522
1098,961.3478261
1099,987.4347826
1100,2163.608696
1101,1583.826087
1102,2316.565217
1103,1602
1104,1636.217391
1105,977.0869565
1106,1522.217391
1107,1324.782609
1108,1727.173913
1109,1155.782609
1110,2178.173913
1111,925.3913043
1112,2143.26087
1113,2069.478261
1114,1973.521739
1115,1499.695652
1116,1749.26087
1117,1873.434783
1118,1457.043478
1119,1933.347826
1120,1577.652174
1121,1748.217391
1122,975.0434783
1123,1902.608696
1124,1411.73913
1125,1254
1126,1976.347826
1127,1415.434783
1128,1612.869565
1129,1554.521739
1130,2235
1131,1692.565217
1132,1414.086957
1133,1909.782609
1134,2279.956522
1135,1564.869565
1136,2613.913043
1137,1800.652174
1138,2115.434783
1139,1060.782609
1140,1633.173913
1141,1867.478261
1142,1561.782609
1143,1358.130435
1144,1649.130435
1145,1039.26087
1146,1884.043478
1147,1918.043478
1148,1875.521739
1149,1618.26087
1150,1431.782609
1151,1859.217391
1152,1926.956522
1153,2150.347826
1154,2498.043478
1155,2096.521739
1156,1779.304348
1157,1007.347826
1158,1512.608696
1159,1658.478261
1160,1748.956522
1161,935.6521739
1162,944.6956522
1163,2282.086957
1164,1867.652174
1165,1440.173913
1166,1660.086957
1167,1463.217391
1168,1488.434783
1169,1592.695652
1170,1729
1171,2075.086957
1172,2210.73913
1173,1040.956522
1174,1854.782609
1175,1252.434783
1176,1960.956522
1177,2200.695652
1178,1379.913043
1179,1645.304348
1180,2709.043478
1181,2036.086957
1182,2098.304348
1183,1647.043478
1184,2021.652174
1185,1830
1186,992.9130435
1187,1432.347826
1188,1925.391304
1189,1835.782609
1190,1841.173913
1191,2260.434783
1192,1576.956522
1193,1993.478261
1194,1101.956522
1195,1098.434783
1196,1306.478261
1197,1619.130435
1198,1351.73913
1199,1098.565217
1200,2569.956522
1201,981.4347826
1202,1379.478261
1203,2306.478261
1204,2076.173913
1205,2157.173913
1206,1790.173913
1207,2018.26087
1208,1816.521739
1209,1094.086957
1210,1683.478261
1211,1299
1212,1728.521739
1213,2058.608696
1214,2292.130435
1215,1631.391304
1216,1648.434783
1217,1555.608696
1218,1726.826087
1219,2233.26087
1220,1664.869565
1221,2079.043478
1222,1575.782609
1223,1050.73913
1224,1281.565217
1225,1921.869565
1226,1848.478261
1227,1128.043478
1228,2650.826087
1229,1476.391304
1230,1937.73913
1231,1858.391304
1232,1893.26087
1233,1294.304348
1234,1878.695652
1235,1846.608696
1236,1513.73913
1237,2132.521739
1238,884.173913
1239,1510.043478
1240,1735.608696
1241,1459.173913
1242,1833.869565
1243,1440.869565
1244,2419.043478
1245,1737.73913
1246,1694.26087
1247,1624.304348
1248,2008.913043
1249,1429.173913
1250,1532.130435
1251,1792.826087
1252,1539.304348
1253,2264.217391
1254,1530.608696
1255,1208.434783
1256,2652.608696
1257,1557.652174
1258,1220.173913
1259,1433.173913
1260,1565.26087
1261,1625
1262,1654.826087
1263,2042.826087
1264,1631.478261
1265,1706.652174
1266,1971.826087
1267,1367.956522
1268,2043.26087
1269,1430.130435
1270,2817.652174
1271,1882.782609
1272,1761.173913
1273,1613.521739
1274,949.6956522
1275,1793.608696
1276,1898.565217
1277,975.9565217
1278,1951.347826
1279,1130.73913
1280,1219.086957
1281,1255.565217
1282,1900.043478
1283,2107.043478
1284,1307.695652
1285,2010
1286,2488.26087
1287,2031.782609
1288,2944.26087
1289,1819.565217
1290,1568.217391
1291,2228.652174
1292,1694.695652
1293,1673.565217
1294,1881.956522
1295,2343
1296,985.0434783
1297,1957.826087
1298,1675.391304
1299,1807.608696
1300,1269.304348
1301,1770.26087
1302,1415.521739
1303,1853.826087
1304,1743.478261
1305,1780.434783
1306,2360
1307,1939.391304
1308,1333.73913
1309,1156.304348
1310,1175.347826
1311,1987.043478
1312,1626.304348
1313,1424.73913
1314,2025.26087
1315,1095.913043
1316,1628.391304
1317,1378.73913
1318,2396.565217
1319,1861.478261
1320,2292.565217
1321,1980.565217
1322,1489.086957
1323,1718.304348
1324,2095.26087
1325,1503.130435
1326,1364.652174
1327,1252.217391
1328,1610.956522
1329,2479.043478
1330,1825.695652
1331,1969.086957
1332,1929.73913
1333,1222.608696
1334,1385.347826
1335,2129.956522
1336,2063.521739
1337,1409.478261
1338,1632.73913
1339,1028.521739
1340,1836.608696
1341,1795.608696
1342,1729.130435
1343,2590.434783
1344,2589
1345,2086.304348
1346,1604.478261
1347,1821.043478
1348,1392.608696
1349,1605.73913
1350,1652.043478
1351,1615.608696
1352,1415.434783
1353,1607.26087
1354,2270.478261
1355,1372.086957
1356,1351.043478
1357,2110.913043
1358,1350.608696
1359,1244.478261
1360,1555.913043
1361,1871.521739
1362,2099.086957
1363,1107.478261
1364,925.4782609
1365,1140.608696
1366,1269.913043
1367,1880.217391
1368,2088.913043
1369,1230
1370,1453.173913
1371,2156.826087
1372,2251.652174
1373,915.6086957
1374,1380.782609
1375,1137.956522
1376,1353.608696
1377,994.6086957
1378,2563.73913
1379,1590.608696
1380,2097.565217
1381,2031.695652
1382,1461
1383,2265.391304
1384,1499.434783
1385,1661.695652
1386,1756.086957
1387,1590.73913
1388,2037.826087
1389,1932.608696
1390,2588.73913
1391,1378.347826
1392,2253.73913
1393,1206.173913
1394,2433.391304
1395,1831.130435
1396,1593.478261
1397,2325.565217
1398,1914.913043
1399,1240.869565
1400,1901.565217
1401,1313.826087
1402,1453.478261
1403,1669.956522
1404,1752
1405,1748.565217
1406,1345.130435
1407,1840.478261
1408,2493.217391
1409,1558.521739
1410,1769.086957
1411,2197
1412,1604.043478
1413,1985.913043
1414,1562.73913
1415,1640.782609
1416,2256.26087
1417,1612.043478
1418,1799.913043
1419,946.2173913
1420,2287.347826
1421,2139.086957
1422,2002.304348
1423,1296.869565
1424,1611.956522
1425,1102.521739
1426,1025.913043
1427,1460.434783
1428,1615.565217
1429,2120.391304
1430,2143.521739
1431,1047.217391
1432,2078.565217
1433,1770.782609
1434,1472.782609
1435,1859.26087
1436,1520.391304
1437,1360.695652
1438,950.3043478
1439,2054
1440,2404.391304
1441,1486.73913
1442,2483.913043
1443,2623.434783
1444,1806.130435
1445,2013.782609
1446,1777.130435
1447,1695.869565
1448,1186.782609
1449,2157.913043
1450,1985.217391
1451,1919.391304
1452,1327.304348
1453,1318.913043
1454,1904.086957
1455,1448.652174
1456,1990.913043
1457,1193.565217
1458,1427.130435
1459,1637.73913
1460,1339.086957
1461,1656.782609
1462,1311.913043
1463,1404.347826
1464,1257.391304
1465,2521.73913
1466,200.7826087
1467,1154.086957
1468,2101.26087
1469,1633.434783
1470,1333.043478
1471,1639.73913
1472,1948.26087
1473,1893.782609
1474,1925.782609
1475,1343.782609
1476,2520.913043
1477,2100.347826
1478,2467.217391
1479,1309.086957
1480,2071.478261
1481,1622.173913
1482,980
1483,1503.347826
1484,1160.956522
1485,1213.086957
1486,1939.304348
1487,1239.391304
1488,1591.608696
1489,197.3913043
1490,1868.869565
1491,937.5652174
1492,2240.043478
1493,2367.73913
1494,983
1495,1398.173913
1496,1947.391304
1497,1978.565217
1498,2339.043478
1499,2280.391304
1500,1812.086957
1501,969.9565217
1502,1280.434783
1503,2194.956522
1504,1137.130435
1505,1269.956522
1506,2672.347826
1507,1973.652174
1508,2262.826087
1509,1131.434783
1510,1685.73913
1511,1578.391304
1512,1785.217391
1513,1223.347826
1514,947.2608696
1515,1335
1516,1116.130435
1517,922.3043478
1518,2145.608696
1519,1628.130435
1520,1458.956522
1521,1645.043478
1522,1505.565217
1523,1801.695652
1524,1720.086957
1525,1481.173913
1526,1473.956522
1527,1291.434783
1528,1691
1529,1018.043478
1530,2571.652174
1531,1807
1532,1325.304348
1533,1760.173913
1534,2216.652174
1535,1419.217391
1536,1001.347826
1537,1543.826087
1538,2200.478261
1539,1773.608696
1540,1491.26087
1541,1557.434783
1542,2031.347826
1543,1127
1544,1082.043478
1545,1926.478261
1546,2188.782609
1547,2364.26087
1548,2052.347826
1549,2223.26087
1550,1789.086957
1551,1515.782609
1552,2332.217391
1553,990.6956522
1554,1379.652174
1555,956.3043478
1556,1893.26087
1557,1570.304348
1558,1088.826087
1559,2191.956522
1560,1455.565217
1561,1560.086957
1562,1958.434783
1563,2103.869565
1564,1460.130435
1565,1887.304348
1566,2638.869565
1567,1472.043478
1568,1903.391304
1569,1492.652174
1570,1761.434783
1571,1863.565217
1572,2091.217391
1573,1388.782609
1574,2209.434783
1575,1500.434783
1576,1923.347826
1577,955.4782609
1578,1498.695652
1579,975.2173913
1580,2332.173913
1581,1966.173913
1582,1654.391304
1583,1402.217391
1584,2291.217391
1585,1746
1586,1886.130435
1587,1463.73913
1588,1685.173913
1589,1824.391304
1590,1345.347826
1591,1304.695652
1592,2295.826087
1593,1452.173913
1594,1236.086957
1595,1492.130435
1596,1533.086957
1597,1712.73913
1598,1561.391304
1599,1621.173913
1600,2061.869565
1601,1908.869565
1602,1990.73913
1603,957.7826087
1604,1270.173913
1605,2809.782609
1606,1472.782609
1607,2032.73913
1608,2009.608696
1609,1157.826087
1610,1489.478261
1611,1737.173913
1612,2135.608696
1613,2216.521739
1614,1696.565217
1615,1170.608696
1616,1820.695652
1617,1308.869565
1618,1174.652174
1619,1309.304348
1620,2232.086957
1621,2080
1622,1930.26087
1623,1994.782609
1624,952.7826087
1625,1640.565217
1626,1853.608696
1627,201.8695652
1628,1187.956522
1629,1537.26087
1630,1436.956522
1631,1825.73913
1632,1767.130435
1633,1661.782609
1634,2252.086957
1635,1531.956522
1636,2252.478261
1637,1533.913043
1638,1855.652174
1639,2021.217391
1640,1191.782609
1641,1966.173913
1642,1538.913043
1643,1292.086957
1644,1772.304348
1645,2047.913043
1646,1558.869565
1647,1733.217391
1648,1569.217391
1649,1789.869565
1650,2081.521739
1651,2058.347826
1652,1194.304348
1653,1574.26087
1654,1684.565217
1655,944.5652174
1656,2590.304348
1657,1426.173913
1658,2228.782609
1659,1052.173913
1660,1977.565217
1661,2237.913043
1662,1990.391304
1663,2541
1664,1392.782609
1665,1807.565217
1666,1662.652174
1667,1259.695652
1668,1947
1669,1741.695652
1670,1515.478261
1671,1935.304348
1672,1964.608696
1673,957.5217391
1674,1087.347826
1675,201.173913
1676,2045.478261
1677,1756.391304
1678,2654.043478
1679,2002.913043
1680,1671.913043
1681,1742.478261
1682,1089.73913
1683,1628.565217
1684,1351.434783
1685,1681.173913
1686,2017
1687,2036.782609
1688,1065.869565
1689,195.7391304
1690,2311.913043
1691,1896.391304
1692,1230.304348
1693,197.3043478
